SHIP,CRUISE,STATION,CAST,CTD_CAST,LONGITUDE,LATITUDE,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,DEPTH,SALA,PHNBS,PHTOTAL,DOMM,DOML,NTRA,PHOS,SLCA,NTRI,AMON,CHLA,POC,PON,DOC,DIC,ALK
OR3,629,S1,3,,116.0103,18.0055,2000,5,23,22,50,100,,,,188,,7.1,0.65,8,0,,0.08,8.3,1.3,,2037.91,2254.59
OR3,629,S1,3,,116.0103,18.0055,2000,5,23,22,50,150,,,,175,,11.7,0.96,13,0,,0.01,16.6,,,2094.02,2271.62
OR3,629,S1,3,,116.0103,18.0055,2000,5,23,22,50,200,,,,165,,15.6,1.25,18,0,,0,8.9,,,2116.86,2278.06
OR3,629,S1,4,S01D3,116.0266,18.0039,2000,5,24,0,5,300,,,,148,,20.3,1.57,34,0,,,,,,2150.96,2284.54
OR3,629,S1,4,,116.0266,18.0039,2000,5,24,0,5,399,,,,,,,,,,,,,,,2188.78,2293.78
OR3,629,S1,4,,116.0266,18.0039,2000,5,24,0,5,501,,,,120,,29.2,2.07,58,0,,,,,,2219.64,2314.6
OR3,629,S1,4,,116.0266,18.0039,2000,5,24,0,5,600,,,,,,,,,,,,,,,2248.4,2326.47
OR3,629,S1,4,,116.0266,18.0039,2000,5,24,0,5,801,,,,105,,34.3,2.46,98,0,,,,,,2285.79,2352.47
OR3,629,S1,4,,116.0266,18.0039,2000,5,24,0,5,1000,,,,108,,36.6,2.61,108,0,,,,,,2309.73,2372.51
OR3,629,S1,5,S01D4,116.0123,17.9982,2000,5,24,1,0,1200,,,,,,,,,,,,,,,2331.31,2400.71
OR3,629,S1,5,,116.0123,17.9982,2000,5,24,1,0,1500,,,,115,,37.8,2.76,133,0,,,,,,2346.74,2412.5
OR3,629,S1,5,,116.0123,17.9982,2000,5,24,1,0,2100,,,,119,,38.4,2.81,143,0,,,,,,2346.43,2419.66
OR3,629,S1,5,,116.0123,17.9982,2000,5,24,1,0,2300,,,,,,,,,,,,,,,2346.47,2422.12
OR3,629,S1,5,,116.0123,17.9982,2000,5,24,1,0,2500,,,,127,,38.5,2.82,145,0,,,,,,2344.69,2420.77
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,2,,,,,,,,,,,0.12,,,,1860.1,2166.13
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,5,,,,,,,,,,,0.08,,,,1861.53,2165.92
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,10,,,,,,,,,,,0.09,,,,1861.92,2173.93
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,20,,,,,,,,,,,0.14,,,,1863.98,2177.29
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,29,,,,,,,,,,,0.12,,,,1874.45,2181.19
OR3,629,S1,11,,116.0241,17.9948,2000,5,24,9,48,40,,,,,,,,,,,0.18,,,,1900.17,2206.75
OR3,629,S1,12,S01D9,116.0008,17.9891,2000,5,24,10,44,49,,,,,,,,,,,0.29,,,,1927,2230.77
OR3,629,S1,12,,116.0008,17.9891,2000,5,24,10,44,59,,,,,,,,,,,0.43,,,,1940.76,2238.55
OR3,629,S1,12,,116.0008,17.9891,2000,5,24,10,44,81,,,,,,,,,,,0.22,,,,2002.59,2246.33
OR3,629,S1,12,,116.0008,17.9891,2000,5,24,10,44,100,,,,,,,,,,,0.09,,,,2051.24,2254.12
OR3,629,S1,12,,116.0008,17.9891,2000,5,24,10,44,152,,,,,,,,,,,0,,,,2088.87,2278
OR3,629,S1,12,,116.0008,17.9891,2000,5,24,10,44,200,,,,,,,,,,,0,,,,2118.04,2279.39
OR3,629,S1,13,S1D10,116.0229,18.0002,2000,5,24,11,34,301,,,,,,,,,,,,,,,2154.79,2285.9
OR3,629,S1,13,,116.0229,18.0002,2000,5,24,11,34,401,,,,,,,,,,,,,,,2192,2300.14
OR3,629,S1,13,,116.0229,18.0002,2000,5,24,11,34,501,,,,,,,,,,,,,,,2218.7,2316.25
OR3,629,S1,13,,116.0229,18.0002,2000,5,24,11,34,601,,,,,,,,,,,,,,,2246.26,2328.66
OR3,629,S1,13,,116.0229,18.0002,2000,5,24,11,34,801,,,,,,,,,,,,,,,2279.27,2358.41
OR3,629,S1,13,,116.0229,18.0002,2000,5,24,11,34,1000,,,,,,,,,,,,,,,2309.34,2382.89
OR3,629,S1,14,S1D11,116.0113,18.0003,2000,5,24,13,20,1200,,,,,,,,,,,,,,,2331.36,2405.5
OR3,629,S1,14,,116.0113,18.0003,2000,5,24,13,20,1500,,,,,,,,,,,,,,,2343.11,2409.38
OR3,629,S1,14,,116.0113,18.0003,2000,5,24,13,20,1801,,,,,,,,,,,,,,,2347.63,2422.24
OR3,629,S1,14,,116.0113,18.0003,2000,5,24,13,20,2100,,,,,,,,,,,,,,,2347.78,
OR3,629,S1,14,,116.0113,18.0003,2000,5,24,13,20,2300,,,,,,,,,,,,,,,2345.72,
OR3,629,S1,14,,116.0113,18.0003,2000,5,24,13,20,2503,,,,,,,,,,,,,,,2344.97,2420.06
OR3,644,S1,1,S01D1,116.0064,17.9988,2000,7,25,18,50,2,,,,230,,0,0,2,0,,0.09,107.8,,,1873.81,2182.79
OR3,644,S1,1,,116.0064,17.9988,2000,7,25,18,50,5,,,,,,,,,,,0.09,16,,,1873.82,2185.06
OR3,644,S1,1,,116.0064,17.9988,2000,7,25,18,50,10,,,,229,,0,0,2,0,,0.08,15.9,2.6,,1873.01,2184.5
OR3,644,S1,1,,116.0064,17.9988,2000,7,25,18,50,15,,,,,,,,,,,0.08,7,,,1873.54,2184.8
OR3,644,S1,1,,116.0064,17.9988,2000,7,25,18,50,20,,,,223,,0,0,2,0,,0.08,52,8.2,,1872.57,2186.67
OR3,644,S1,1,,116.0064,17.9988,2000,7,25,18,50,26,,,,,,,,,,,0.09,57,,,1873,2184.34
OR3,644,S1,2,S01D2,116.0021,17.9999,2000,7,25,19,56,30,,,,230,,0,0,2,0,,0.1,18.6,1.9,,1880.08,2190.78
OR3,644,S1,2,,116.0021,17.9999,2000,7,25,19,56,35,,,,,,,,,,,0.11,40,,,1909.73,2209.23
OR3,644,S1,2,,116.0021,17.9999,2000,7,25,19,56,41,,,,227,,0,0,2,0,,0.15,19.7,3.6,,1925.24,2224.2
OR3,644,S1,2,,116.0021,17.9999,2000,7,25,19,56,45,,,,227,,0,0.06,3,0,,0.18,27.5,,,1932.33,2229.85
OR3,644,S1,2,,116.0021,17.9999,2000,7,25,19,56,50,,,,222,,0,0.11,4,0,,0.21,32.7,,,1941.84,2233.77
OR3,644,S1,2,,116.0021,17.9999,2000,7,25,19,56,56,,,,220,,0,0.17,4,0,,0.38,16,,,1957.97,2241.25
OR3,644,S1,3,S01D3,116.0017,17.9988,2000,7,25,21,16,60,,,,215,,1.1,0.2,4,0,,0.37,17,,,1980.71,2244.32
OR3,644,S1,3,,116.0017,17.9988,2000,7,25,21,16,71,,,,201,,4,0.45,6,0.1,,0.37,21,,,2013.94,2254.16
OR3,644,S1,3,,116.0017,17.9988,2000,7,25,21,16,80,,,,198,,5,0.5,8,0.1,,0.23,12.6,2.6,,2024,2267.91
OR3,644,S1,3,,116.0017,17.9988,2000,7,25,21,16,101,,,,177,,8.8,0.7,10,0,,0.11,10.8,,,2055.22,2273.87
OR3,644,S1,3,,116.0017,17.9988,2000,7,25,21,16,150,,,,,,,,,,,0.02,12.1,1.4,,2095.57,2284.93
OR3,644,S1,3,,116.0017,17.9988,2000,7,25,21,16,203,,,,160,,15.7,1.23,19,0,,0.01,9.2,0.7,,2116.52,2282.72
OR3,644,S1,4,S01D4,116.0001,17.9992,2000,7,25,22,26,298,,,,145,,19.5,1.51,37,0,,,,,,2159.21,2290.38
OR3,644,S1,4,,116.0001,17.9992,2000,7,25,22,26,400,,,,,,,,,,,,,,,2195.58,2307.29
OR3,644,S1,4,,116.0001,17.9992,2000,7,25,22,26,500,,,,116,,29,2.15,62,0,,,,,,2224.74,2323.4
OR3,644,S1,4,,116.0001,17.9992,2000,7,25,22,26,600,,,,,,,,,,,,,,,2248.51,2328.95
OR3,644,S1,4,,116.0001,17.9992,2000,7,25,22,26,800,,,,100,,35.6,2.59,97,0,,,,,,2284.2,2357.1
OR3,644,S1,4,,116.0001,17.9992,2000,7,25,22,26,1002,,,,108,,36.5,2.63,110,0,,,,,,2311.45,2388.42
OR3,644,S1,5,S01D5,116.0002,17.9989,2000,7,25,23,56,1199,,,,110,,38.7,2.83,121,0,,,,,,2328.51,2411.31
OR3,644,S1,5,,116.0002,17.9989,2000,7,25,23,56,1501,,,,115,,38.5,2.83,135,0,,,,,,2347.1,2413.46
OR3,644,S1,5,,116.0002,17.9989,2000,7,25,23,56,1801,,,,121,,38.8,2.83,142,0,,,,,,2351.2,2417.13
OR3,644,S1,5,,116.0002,17.9989,2000,7,25,23,56,2101,,,,123,,38.5,2.83,146,0,,,,,,2350.3,2419.1
OR3,644,S1,5,,116.0002,17.9989,2000,7,25,23,56,2300,,,,126,,38.7,2.83,145,0,,,,,,2345.4,2416.82
OR3,644,S1,5,,116.0002,17.9989,2000,7,25,23,56,2501,,,,130,,38.8,2.84,147,0,,,,,,2347.1,2420.27
OR3,644,S1,12,S1D12,116.0205,18.0123,2000,7,26,8,0,3,,,,,,,,,,,0.13,,,,1877.6,2184.96
OR3,644,S1,12,,116.0205,18.0123,2000,7,26,8,0,5,,,,,,,,,,,0.13,,,,1876,2185.23
OR3,644,S1,12,,116.0205,18.0123,2000,7,26,8,0,11,,,,,,,,,,,0.13,,,,1876.7,2188.16
OR3,644,S1,12,,116.0205,18.0123,2000,7,26,8,0,20,,,,,,,,,,,0.15,,,,1875.4,2183.01
OR3,644,S1,12,,116.0205,18.0123,2000,7,26,8,0,30,,,,,,,,,,,0.11,,,,1876.1,2186.35
OR3,644,S1,12,,116.0205,18.0123,2000,7,26,8,0,41,,,,,,,,,,,0.17,,,,1894,2199.41
OR3,644,S1,13,S1D13,116.0053,17.9995,2000,7,26,9,15,50,,,,,,,,,,,0.21,,,,1936.5,2234.03
OR3,644,S1,13,,116.0053,17.9995,2000,7,26,9,15,60,,,,,,,,,,,0.41,,,,,
OR3,644,S1,13,,116.0053,17.9995,2000,7,26,9,15,80,,,,,,,,,,,0.2,,,,2021.3,2254.73
OR3,644,S1,13,,116.0053,17.9995,2000,7,26,9,15,100,,,,,,,,,,,0.18,,,,2040.4,2257.42
OR3,644,S1,13,,116.0053,17.9995,2000,7,26,9,15,151,,,,,,,,,,,0.06,,,,2075.59,2272.91
OR3,644,S1,13,,116.0053,17.9995,2000,7,26,9,15,201,,,,,,,,,,,0.01,,,,2106.15,2277.39
OR3,644,S1,14,S1D14,115.9958,17.9976,2000,7,26,10,23,300,,,,,,,,,,,,,,,2172.41,2292.39
OR3,644,S1,14,,115.9958,17.9976,2000,7,26,10,23,500,,,,,,,,,,,,,,,2229.38,2319.1
OR3,644,S1,14,,115.9958,17.9976,2000,7,26,10,23,600,,,,,,,,,,,,,,,2253.59,2332.94
OR3,644,S1,14,,115.9958,17.9976,2000,7,26,10,23,799,,,,,,,,,,,,,,,2287.74,2362
OR3,644,S1,14,,115.9958,17.9976,2000,7,26,10,23,998,,,,,,,,,,,,,,,2316.11,2391.74
OR3,644,S1,15,S1D15,116.0066,17.9996,2000,7,26,12,5,1201,,,,,,,,,,,,,,,2343.66,2420.22
OR3,644,S1,15,,116.0066,17.9996,2000,7,26,12,5,1500,,,,,,,,,,,,,,,2347.42,2426.2
OR3,644,S1,15,,116.0066,17.9996,2000,7,26,12,5,1801,,,,,,,,,,,,,,,2347.96,2426.34
OR3,644,S1,15,,116.0066,17.9996,2000,7,26,12,5,2100,,,,,,,,,,,,,,,2345.1,2426.24
OR3,644,S1,15,,116.0066,17.9996,2000,7,26,12,5,2300,,,,,,,,,,,,,,,2345.38,2422.46
OR3,644,S1,15,,116.0066,17.9996,2000,7,26,12,5,2498,,,,,,,,,,,,,,,2330.72,2400.47
OR3,657,KK1,1,KK1D1,115.5762,18.2509,2000,10,8,22,0,2,,,,238,,0,0,2,0,,0.13,35.8,5.7,,1868.9,2186.21
OR3,657,KK1,1,,115.5762,18.2509,2000,10,8,22,0,5,,,,,,0,0,2,0,,0.14,40.9,6.5,,1869.54,2185.25
OR3,657,KK1,1,,115.5762,18.2509,2000,10,8,22,0,10,,,,235,,0,0,2,0,,0.14,42.7,6.8,,,2185.02
OR3,657,KK1,1,,115.5762,18.2509,2000,10,8,22,0,20,,,,240,,0,0,2,0,,0.14,38.4,6.1,,1870.26,2187.12
OR3,657,KK1,1,,115.5762,18.2509,2000,10,8,22,0,30,,,,238,,0,0,2,0,,0.14,37.6,,,1876.45,2190.87
OR3,657,KK1,1,,115.5762,18.2509,2000,10,8,22,0,40,,,,230,,0,0.05,2,0,,0.18,22.9,3.7,,1938,2240.96
OR3,657,KK1,2,KK1D2,115.586,18.2488,2000,10,8,23,10,50,,,,,,,,,,,0.24,64.2,10.3,,2018.93,2259.88
OR3,657,KK1,2,,115.586,18.2488,2000,10,8,23,10,60,,,,212,,5.7,0.32,2,0.1,,0.13,28.1,4.5,,2053.99,2268.93
OR3,657,KK1,2,,115.586,18.2488,2000,10,8,23,10,80,,,,,,,,,,,0.37,15.9,2.5,,2119.64,2286.24
OR3,657,KK1,2,,115.586,18.2488,2000,10,8,23,10,100,,,,176,,16.4,0.94,3,0.1,,0.58,14.9,2.4,,2126.8,2291.43
OR3,657,KK1,2,,115.586,18.2488,2000,10,8,23,10,150,,,,,,,,,,,0.03,,,,2114.7,2286.21
OR3,657,KK1,2,,115.586,18.2488,2000,10,8,23,10,200,,,,164,,17.8,1.5,6,0,,0.01,15.8,2.5,,1885.73,2209.08
OR3,682,KK1,4,K1D04,115.5881,18.2473,2001,2,28,23,17,2,,,,222,,0,0.02,2,0,,0.12,,,,1911.62,2216.43
OR3,682,KK1,4,,115.5881,18.2473,2001,2,28,23,17,5,,,,209,,0,0.02,2,0,,0.14,,,,1910.11,2215.01
OR3,682,KK1,4,,115.5881,18.2473,2001,2,28,23,17,10,,,,208,,0,0.02,2,0,,0.16,,,,1909.72,2210.47
OR3,682,KK1,4,,115.5881,18.2473,2001,2,28,23,17,20,,,,220,,0,0.02,2,0,,0.21,,,,1908.64,2214.29
OR3,682,KK1,4,,115.5881,18.2473,2001,2,28,23,17,30,,,,209,,0,0.02,2,0,,0.19,,,,1908.71,2214.37
OR3,682,KK1,4,,115.5881,18.2473,2001,2,28,23,17,40,,,,206,,0,0.02,2,0,,0.19,,,,1910.44,2215.07
OR3,682,KK1,5,K1D05,115.5898,18.2465,2001,3,1,0,20,50,,,,210,,0,0.02,2,0,,0.21,,,,1909.03,2215.55
OR3,682,KK1,5,,115.5898,18.2465,2001,3,1,0,20,60,,,,201,,0.6,0.05,2,0.1,,0.48,,,,1927.24,2226.3
OR3,682,KK1,5,,115.5898,18.2465,2001,3,1,0,20,80,,,,175,,6.6,0.48,6,0.1,,0.21,,,,2006.04,2251.47
OR3,682,KK1,5,,115.5898,18.2465,2001,3,1,0,20,100,,,,156,,10,0.73,10,0,,0.08,,,,2045.5,2264.2
OR3,682,KK1,5,,115.5898,18.2465,2001,3,1,0,20,150,,,,148,,11.2,0.83,16,0,,0,,,,2076.09,2278.75
OR3,682,KK1,5,,115.5898,18.2465,2001,3,1,0,20,200,,,,145,,16.9,1.22,22,0,,0,,,,2116.18,2280.64
OR3,682,KK1,7,K1D07,115.589,18.2446,2001,3,1,1,46,300,,,,129,,22,1.62,35,0,,,,,,2155.22,2289.51
OR3,682,KK1,7,,115.589,18.2446,2001,3,1,1,46,400,,,,102,,,,,,,,,,,2190.39,2302.68
OR3,682,KK1,7,,115.589,18.2446,2001,3,1,1,46,500,,,,,,,,,,,,,,,2225.72,2315.2
OR3,682,KK1,7,,115.589,18.2446,2001,3,1,1,46,600,,,,,,,,,,,,,,,2250.67,2333.07
OR3,682,KK1,7,,115.589,18.2446,2001,3,1,1,46,800,,,,92,,35.6,2.65,95,0,,,,,,2281.12,2357.89
OR3,682,KK1,7,,115.589,18.2446,2001,3,1,1,46,1000,,,,95,,36.8,2.75,116,0,,,,,,2306.07,2380.48
OR3,682,KK1,8,K1D08,115.5887,18.2444,2001,3,1,2,52,1200,,,,,,,,,,,,,,,2324.1,2400.08
OR3,682,KK1,8,,115.5887,18.2444,2001,3,1,2,52,1500,,,,102,,38.4,2.85,134,0,,,,,,2331.45,2414.34
OR3,682,KK1,8,,115.5887,18.2444,2001,3,1,2,52,1800,,,,,,,,,,,,,,,2342.92,2421.55
OR3,682,KK1,8,,115.5887,18.2444,2001,3,1,2,52,2100,,,,110,,38.5,2.85,145,0,,,,,,2349.18,2424.67
OR3,682,KK1,8,,115.5887,18.2444,2001,3,1,2,52,2300,,,,,,,,,,,,,,,2339.99,2420.74
OR3,682,KK1,8,,115.5887,18.2444,2001,3,1,2,52,2400,,,,112,,38.5,2.85,146,0,,,,,,2343.07,2424.25
OR3,682,KK1,14,K1D14,115.5884,18.248,2001,3,1,11,0,2,,,,,,,,,,,0.14,,,,1912.94,2215.13
OR3,682,KK1,14,,115.5884,18.248,2001,3,1,11,0,5,,,,,,,,,,,0.14,,,,1912.71,2220.58
OR3,682,KK1,14,,115.5884,18.248,2001,3,1,11,0,10,,,,,,,,,,,0.14,,,,1912.61,2217.06
OR3,682,KK1,14,,115.5884,18.248,2001,3,1,11,0,20,,,,,,,,,,,0.14,,,,1910.74,2213.78
OR3,682,KK1,14,,115.5884,18.248,2001,3,1,11,0,30,,,,,,,,,,,0.16,,,,1913.75,2214.59
OR3,682,KK1,14,,115.5884,18.248,2001,3,1,11,0,40,,,,,,,,,,,0.2,,,,1912.76,2214.59
OR3,682,KK1,15,K1D15,115.59,18.2484,2001,3,1,11,59,50,,,,,,,,,,,0.25,,,,1909.57,2210.47
OR3,682,KK1,15,,115.59,18.2484,2001,3,1,11,59,60,,,,,,,,,,,0.62,,,,1938.6,2253.49
OR3,682,KK1,15,,115.59,18.2484,2001,3,1,11,59,80,,,,,,,,,,,0.27,,,,2007.75,2230.39
OR3,682,KK1,15,,115.59,18.2484,2001,3,1,11,59,100,,,,,,,,,,,0.05,,,,2062.94,2267.66
OR3,682,KK1,15,,115.59,18.2484,2001,3,1,11,59,150,,,,,,,,,,,0,,,,2078.28,2279.86
OR3,682,KK1,15,,115.59,18.2484,2001,3,1,11,59,200,,,,,,,,,,,0,,,,2115.63,2284.2
OR3,716,KK1,1,K1D01,115.6739,18.2536,2001,6,28,1,27,2,,,,207,,0,0,2,0,,,,,,1882,2189.81
OR3,716,KK1,1,,115.6739,18.2536,2001,6,28,1,27,5,,,,208,,0,0,2,0,,,,,,1879.62,2186.43
OR3,716,KK1,1,,115.6739,18.2536,2001,6,28,1,27,10,,,,216,,0,0,2,0,,,,,,1879.9,2184.2
OR3,716,KK1,1,,115.6739,18.2536,2001,6,28,1,27,20,,,,216,,0,0,2,0,,,,,,1885.29,
OR3,716,KK1,1,,115.6739,18.2536,2001,6,28,1,27,30,,,,228,,0,0,2,0,,,,,,1884.22,2198.23
OR3,716,KK1,1,,115.6739,18.2536,2001,6,28,1,27,40,,,,234,,0,0,2,0,,,,,,1910.82,
OR3,716,KK1,2,K1D02,115.681,18.2799,2001,6,28,2,45,50,,,,236,,0,0,2,0,,,,,,1915.99,2210.67
OR3,716,KK1,2,,115.681,18.2799,2001,6,28,2,45,60,,,,230,,0,0.04,3,0.1,,,,,,1918.73,2220.69
OR3,716,KK1,2,,115.681,18.2799,2001,6,28,2,45,80,,,,202,,1,0.26,5,0.1,,,,,,1937.15,2235.63
OR3,716,KK1,2,,115.681,18.2799,2001,6,28,2,45,100,,,,172,,6.1,0.72,8,0,,,,,,2023.62,2264.94
OR3,716,KK1,2,,115.681,18.2799,2001,6,28,2,45,150,,,,153,,10,1.08,14,0,,,,,,2078.62,2281.83
OR3,716,KK1,2,,115.681,18.2799,2001,6,28,2,45,200,,,,152,,14.4,1.33,21,0,,,,,,2106.34,2287.09
OR3,716,KK1,3,K1D03,115.6737,18.2812,2001,6,28,4,15,300,,,,134,,21.3,1.6,39,0,,,,,,2163.2,2289.83
OR3,716,KK1,3,,115.6737,18.2812,2001,6,28,4,15,400,,,,104,,28.9,2.15,65,0,,,,,,2201.75,2300.39
OR3,716,KK1,3,,115.6737,18.2812,2001,6,28,4,15,800,,,,,,34.5,2.6,100,0,,,,,,2270,2356.98
OR3,716,KK1,3,,115.6737,18.2812,2001,6,28,4,15,1000,,,,97,,36.6,2.73,118,0,,,,,,2298.03,2380.88
OR3,716,KK1,4,K1D04,115.6761,18.2312,2001,6,28,5,34,1200,,,,,,,,,,,,,,,2321.25,2398.47
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,1500,,,,104,,37.8,2.87,148,0,,,,,,2332.17,2410.17
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,1800,,,,,,,,,,,,,,,2350.78,
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,2100,,,,113,,38.2,2.86,148,0,,,,,,2346.96,2417.76
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,2300,,,,,,,,,,,,,,,2346.61,2418.71
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,2674,,,,122,,38.5,2.86,148,0,,,,,,2344,2415.78
OR3,716,KK1,4,,115.6761,18.2312,2001,6,28,5,34,2674,,,,,,,,,,,,,,,2343.78,2418.55
OR3,729,KK1,1,K01D,115.5883,18.2505,2001,10,3,21,10,701,34.45,,,94,,34.5,2.55,89,,,,,,,2267.77,2329.4
OR3,729,KK1,1,,115.5883,18.2505,2001,10,3,21,10,2200,34.614,,,,,38.3,2.8,146,,,,,,,2345.05,2422.43
OR3,729,KK1,1,,115.5883,18.2505,2001,10,3,21,10,2398,34.613,,,111,,38.4,2.81,146,,,,,,,2350.21,2420.72
OR3,729,KK1,1,,115.5883,18.2505,2001,10,3,21,10,2601,34.617,,,113,,38.5,2.82,147,,,,,,,2345.41,2416.46
OR3,729,KK1,1,,115.5883,18.2505,2001,10,3,21,10,2735,34.619,,,,,38.4,2.83,147,,,,,,,2345.16,2414.58
OR3,729,KK1,2,K02D,115.5871,18.2516,2001,10,4,0,4,10,33.131,,,204,,0,0.04,2,0.03,,,,,,1871.02,2181.28
OR3,729,KK1,2,,115.5871,18.2516,2001,10,4,0,4,80,34.533,,,167,,9.2,0.74,10,0.1,,,,,,2050.98,2261.91
OR3,729,KK1,2,,115.5871,18.2516,2001,10,4,0,4,201,34.536,,,143,,16.6,1.34,26,,,,,,,2124.31,2279.87
OR3,729,KK1,2,,115.5871,18.2516,2001,10,4,0,4,400,34.426,,,113,,26.8,2.06,56,,,,,,,2202.98,2302.56
OR3,729,KK1,2,,115.5871,18.2516,2001,10,4,0,4,800,34.476,,,,,36.1,2.69,103,,,,,,,2288.4,2360.03
OR3,729,KK1,2,,115.5871,18.2516,2001,10,4,0,4,1398,34.588,,,101,,38.3,2.81,139,,,,,,,2346.25,2410.65
OR3,729,KK1,3,K03D,115.5896,18.2502,2001,10,4,4,0,20,33.141,,,206,,0,0.04,2,0.04,,,,,,1872.66,2178.14
OR3,729,KK1,3,,115.5896,18.2502,2001,10,4,4,0,101,34.606,,,146,,10.8,0.87,12,0.06,,,,,,2069.56,2265.97
OR3,729,KK1,3,,115.5896,18.2502,2001,10,4,4,0,249,34.473,,,136,,20.1,1.61,35,,,,,,,2147.66,2281.84
OR3,729,KK1,3,,115.5896,18.2502,2001,10,4,4,0,501,34.451,,,101,,31.2,2.37,70,,,,,,,2228.61,2312.39
OR3,729,KK1,3,,115.5896,18.2502,2001,10,4,4,0,898,34.504,,,,,36.6,2.73,113,,,,,,,2302.24,2368.52
OR3,729,KK1,3,,115.5896,18.2502,2001,10,4,4,0,1599,34.6,,,,,38.5,2.84,142,,,,,,,2345.09,2412.51
OR3,729,KK1,4,K04D,115.5906,18.2495,2001,10,4,6,53,40,33.924,,,209,,0,0.08,3,0.04,,,,,,1936.65,2226.33
OR3,729,KK1,4,,115.5906,18.2495,2001,10,4,6,53,124,34.615,,,144,,12.3,0.98,15,0.05,,,,,,2086.21,2268.53
OR3,729,KK1,4,,115.5906,18.2495,2001,10,4,6,53,298,34.434,,,122,,22.9,1.8,43,,,,,,,2173.18,2292.17
OR3,729,KK1,4,,115.5906,18.2495,2001,10,4,6,53,599,34.435,,,93,,33.4,2.48,78,,,,,,,2253.04,2324.43
OR3,729,KK1,4,,115.5906,18.2495,2001,10,4,6,53,1000,34.523,,,,,37.1,2.78,121,,,,,,,2312.78,2375.48
OR3,729,KK1,4,,115.5906,18.2495,2001,10,4,6,53,1800,34.602,,,106,,38.5,2.81,145,,,,,,,2346.32,2416.25
OR3,729,KK1,5,K05D,115.5883,18.2459,2001,10,4,9,27,2,33.15,,,204,,0,0.04,2,0.04,,,,,,1869.38,2179.19
OR3,729,KK1,5,,115.5883,18.2459,2001,10,4,9,27,60,34.26,,,176,,2.4,0.32,6,0.41,,,,,,1997.09,2243.94
OR3,729,KK1,5,,115.5883,18.2459,2001,10,4,9,27,149,34.606,,,151,,13,1.06,17,,,,,,,2097,2272.46
OR3,729,KK1,5,,115.5883,18.2459,2001,10,4,9,27,350,34.425,,,124,,25.1,1.93,50,,,,,,,2189.81,2297.97
OR3,729,KK1,5,,115.5883,18.2459,2001,10,4,9,27,1199,34.557,,,,,37.8,2.83,133,,,,,,,2326.83,2398.1
OR3,729,KK1,5,,115.5883,18.2459,2001,10,4,9,27,2000,34.612,,,108,,38.5,2.86,145,,,,,,,2346.44,2415.83
OR1,632,KK1,1,S1D1,115.4592,18.2754,2001,12,12,12,13,1600,,,,102,,38.2,2.83,146,,,,,,,2337.24,2412.54
OR1,632,KK1,1,,115.4592,18.2754,2001,12,12,12,13,2800,,,,,,38.5,2.82,148,,,,,,,2341.78,2415.48
OR1,632,KK1,1,,115.4592,18.2754,2001,12,12,12,13,3000,,,,,,38.6,2.82,148,,,,,,,2344.65,2426.07
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,600,,,,,,,,,,,,,,,,2319.48
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,700,,,,94,,33.3,2.56,86.5,,,,,,,2253.33,2336.36
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,800,,,,,,35.5,2.66,99.4,,,,,,,2271.3,2344.67
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,900,,,,,,36.6,2.74,108.1,,,,,,,2285.27,2355.6
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,1000,,,,92,,37,2.8,116.8,,,,,,,2302.29,2369.73
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,1200,,,,97,,37.5,2.81,132,,,,,,,2323.41,2393.11
OR1,632,KK1,2,,115.4852,18.3297,2001,12,12,20,31,1400,,,,96,,38,2.82,140.6,,,,,,,2337.2,2408.94
OR1,632,KK1,3,S1D3,115.487,18.328,2001,12,13,0,23,125,,,,132,,8.9,0.72,9.6,,,,,,,2035.99,2247.24
OR1,632,KK1,3,,115.487,18.328,2001,12,13,0,23,150,,,,138,,12.7,1.01,14.7,,,,,,,2078.64,2255.19
OR1,632,KK1,3,,115.487,18.328,2001,12,13,0,23,200,,,,131,,14.2,1.11,20,,,,,,,2098.14,2263.81
OR1,632,KK1,3,,115.487,18.328,2001,12,13,0,23,250,,,,127,,18.3,1.44,28.5,,,,,,,2131.66,2280.9
OR1,632,KK1,3,,115.487,18.328,2001,12,13,0,23,300,,,,128,,19.8,1.57,37.8,,,,,,,2142.84,2283.54
